query_id,query,expected_variable,expected_temporal_resolution,expected_start_year,expected_end_year,expected_mip,expected_experiment,predicted_variable,predicted_temporal_resolution,predicted_start_year,predicted_end_year,predicted_mip,predicted_experiment,variable_match,temporal_resolution_match,start_year_match,end_year_match,mip_match,experiment_match,success,error
154,Graph the expected surface temperature anomaly for North America in 2100 based on SSP370,tas,mon,2100,2100,ScenarioMIP,ssp370,ts,mon,2100,2100,ScenarioMIP,ssp370,False,True,True,True,True,True,True,
158,Chart the shift in ocean heat content from 1960 to 2000,oncheat,mon,1960,2100,CMIP,historical,,mon,1960,2000,CMIP,historical,False,True,True,False,True,True,False,
160,Illustrate the change in ocean heat content from 1960 to 2000,oncheat,mon,1960,2100,CMIP,historical,,mon,1960,2000,CMIP,historical,False,True,True,False,True,True,False,
157,Graph the variation in ocean heat content between 1960 and 2000,oncheat,mon,1960,2100,CMIP,historical,,mon,1960,2000,CMIP,historical,False,True,True,False,True,True,False,
159,Display the trend in ocean heat content from 1960 to 2000,oncheat,mon,1960,2100,CMIP,historical,,mon,1960,2000,CMIP,historical,False,True,True,False,True,True,False,
161,Map the fluctuation in ocean heat content from 1960 to 2000,oncheat,mon,1960,2100,CMIP,historical,,mon,1960,2000,CMIP,historical,False,True,True,False,True,True,False,
162,What are the projected changes in surface albedo in the Arctic under SSP585 for 2070?,albedo,mon,2070,2070,ScenarioMIP,ssp585,,mon,2070,2070,ScenarioMIP,ssp585,False,True,True,True,True,True,False,
163,What are the anticipated changes in surface albedo in the Arctic under SSP585 for the year 2070?,albedo,mon,2070,2070,ScenarioMIP,ssp585,,mon,2070,2070,ScenarioMIP,ssp585,False,True,True,True,True,True,False,
164,What changes in surface albedo are expected in the Arctic under SSP585 by 2070?,albedo,mon,2070,2070,ScenarioMIP,ssp585,,mon,1960,1970,ScenarioMIP,ssp585,False,True,False,False,True,True,False,
165,What are the forecasted changes in Arctic surface albedo under SSP585 for 2070?,albedo,mon,2070,2070,ScenarioMIP,ssp585,,mon,2070,2070,ScenarioMIP,ssp585,False,True,True,True,True,True,False,
166,What are the predicted changes in surface albedo in the Arctic under SSP585 for 2070?,albedo,mon,2070,2070,ScenarioMIP,ssp585,,mon,2070,2070,ScenarioMIP,ssp585,False,True,True,True,True,True,False,
167,What are the estimated changes in Arctic surface albedo under SSP585 for 2070?,albedo,mon,2070,2070,ScenarioMIP,ssp585,,mon,2070,2070,ScenarioMIP,ssp585,False,True,True,True,True,True,False,
169,What is the anticipated change in temperature extremes by the mid-21st century for SSP370?,tasmax,daily,2050,2050,ScenarioMIP,ssp370,ta,mon,2040,2060,ScenarioMIP,ssp370,False,False,False,False,True,True,True,
168,How much are temperature extremes expected to change by the middle of the 21st century for SSP370?,tasmax,daily,2050,2050,ScenarioMIP,ssp370,ta,mon,2035,2064,ScenarioMIP,ssp370,False,False,False,False,True,True,True,
170,"By the middle of the 21st century, how much are temperature extremes projected to change for SSP370?",tasmax,daily,2050,2050,ScenarioMIP,ssp370,ta,mon,2035,2064,ScenarioMIP,ssp370,False,False,False,False,True,True,True,
171,How significant is the expected change in temperature extremes by the mid-21st century for SSP370?,tasmax,daily,2050,2050,ScenarioMIP,ssp370,tos,mon,2025,2050,ScenarioMIP,ssp370,False,False,False,True,True,True,True,
174,How has global mean snow cover extent changed from 1980 to 2010,sic,mon,1980,2010,CMIP,historical,,mon,1980,2010,CMIP,historical,False,True,True,True,True,True,False,
173,"By the mid-21st century, what is the expected variation in temperature extremes for SSP370?",tasmax,daily,2050,2050,ScenarioMIP,ssp370,ta,mon,2025,2050,ScenarioMIP,ssp370,False,False,False,True,True,True,True,
175,What changes have occurred in global mean snow cover extent between 1980 and 2010,sic,mon,1980,2010,CMIP,historical,,mon,1980,2010,CMIP,historical,False,True,True,True,True,True,False,
172,What is the forecasted change in temperature extremes by the middle of the 21st century for SSP370?,tasmax,daily,2050,2050,ScenarioMIP,ssp370,ta,mon,2040,2060,ScenarioMIP,ssp370,False,False,False,False,True,True,True,
178,How has the extent of global mean snow cover altered from 1980 to 2010,sic,mon,1980,2010,CMIP,historical,,mon,1980,2010,CMIP,historical,False,True,True,True,True,True,False,
176,How did the global mean snow cover extent vary from 1980 to 2010,sic,mon,1980,2010,CMIP,historical,,mon,1980,2010,CMIP,historical,False,True,True,True,True,True,False,
179,What variations have been observed in global mean snow cover extent from 1980 to 2010,sic,mon,1980,2010,CMIP,historical,,mon,1980,2010,CMIP,historical,False,True,True,True,True,True,False,
177,What has been the trend in global mean snow cover extent from 1980 to 2010,sic,mon,1980,2010,CMIP,historical,,mon,1980,2010,CMIP,historical,False,True,True,True,True,True,False,
180,What are the projected changes in sea surface temperature in the Pacific Ocean under SSP126 for 2050?,tos,mon,2050,2050,ScenarioMIP,historical,tos,mon,2050,2050,ScenarioMIP,ssp126,True,True,True,True,True,False,True,
182,What are the expected alterations in sea surface temperature in the Pacific Ocean under SSP126 for the year 2050?,tos,mon,2050,2050,ScenarioMIP,historical,tos,mon,2050,2050,ScenarioMIP,ssp126,True,True,True,True,True,False,True,
184,What are the forecasted changes in sea surface temperature in the Pacific Ocean under SSP126 for 2050?,tos,mon,2050,2050,ScenarioMIP,historical,tos,mon,2050,2050,ScenarioMIP,ssp126,True,True,True,True,True,False,True,
185,What are the predicted changes in sea surface temperature in the Pacific Ocean under SSP126 by the year 2050?,tos,mon,2050,2050,ScenarioMIP,historical,tos,mon,1850,1900,ScenarioMIP,ssp126,True,True,False,False,True,False,True,
186,Show me a timeseries of global aerosol concentration over time from 1900 to 2000,aer,mon,1900,2000,CMIP,historical,,mon,1900,2000,CMIP,historical,False,True,True,True,True,True,False,
181,What are the anticipated changes in sea surface temperature in the Pacific Ocean under SSP126 by 2050?,tos,mon,2050,2050,ScenarioMIP,historical,tos,mon,1850,1900,ScenarioMIP,ssp126,True,True,False,False,True,False,True,
183,What changes in sea surface temperature in the Pacific Ocean are projected under SSP126 for 2050?,tos,mon,2050,2050,ScenarioMIP,historical,tos,mon,2050,2050,ScenarioMIP,ssp126,True,True,True,True,True,False,True,
188,Provide a timeseries chart of global aerosol levels from 1900 to 2000.,aer,mon,1900,2000,CMIP,historical,,mon,1900,2000,CMIP,historical,False,True,True,True,True,True,False,
187,Display a timeseries of global aerosol concentration from 1900 to 2000.,aer,mon,1900,2000,CMIP,historical,,mon,1900,2000,CMIP,historical,False,True,True,True,True,True,False,
189,Generate a timeseries graph of global aerosol concentrations spanning 1900 to 2000.,aer,mon,1900,2000,CMIP,historical,,mon,1900,2000,CMIP,historical,False,True,True,True,True,True,False,
190,Create a timeseries plot of global aerosol concentration data from 1900 to 2000.,aer,mon,1900,2000,CMIP,historical,,mon,1900,2000,CMIP,historical,False,True,True,True,True,True,False,
192,Are there going to be increased heatwaves in South America under SSP370 for 2085?,tasmax,daily,2085,2085,ScenarioMIP,ssp370,ta,mon,2085,2085,ScenarioMIP,ssp370,False,False,True,True,True,True,True,
191,Illustrate a timeseries of global aerosol concentrations from the year 1900 to 2000.,aer,mon,1900,2000,CMIP,historical,,mon,1900,2000,CMIP,historical,False,True,True,True,True,True,False,
194,Will South America experience more heatwaves under SSP370 in 2085?,tasmax,daily,2085,2085,ScenarioMIP,ssp370,ta,mon,2085,2085,ScenarioMIP,ssp370,False,False,True,True,True,True,True,
195,Are more heatwaves expected in South America under SSP370 by 2085?,tasmax,daily,2085,2085,ScenarioMIP,ssp370,ta,mon,2085,2085,ScenarioMIP,ssp370,False,False,True,True,True,True,True,
198,Plot the change in cloud cover from 1930 to 2015,clt,mon,1930,2015,CMIP,historical,,mon,1930,2015,CMIP,historical,False,True,True,True,True,True,False,
196,Is South America projected to have more heatwaves under SSP370 in 2085?,tasmax,daily,2085,2085,ScenarioMIP,ssp370,ta,mon,2085,2085,ScenarioMIP,ssp370,False,False,True,True,True,True,True,
199,Graph the variation in cloud cover between 1930 and 2015,clt,mon,1930,2015,CMIP,historical,,mon,1930,2015,CMIP,historical,False,True,True,True,True,True,False,
197,Will the number of heatwaves in South America increase under SSP370 by 2085?,tasmax,daily,2085,2085,ScenarioMIP,ssp370,ta,mon,2085,2085,ScenarioMIP,ssp370,False,False,True,True,True,True,True,
193,Will there be more heatwaves in South America under SSP370 by 2085?,tasmax,daily,2085,2085,ScenarioMIP,ssp370,tos,mon,2085,2085,ScenarioMIP,ssp370,False,False,True,True,True,True,True,
200,Chart the shift in cloud cover from 1930 to 2015,clt,mon,1930,2015,CMIP,historical,,mon,1930,2015,CMIP,historical,False,True,True,True,True,True,False,
202,Illustrate the change in cloud cover from 1930 to 2015,clt,mon,1930,2015,CMIP,historical,,mon,1930,2015,CMIP,historical,False,True,True,True,True,True,False,
203,Map the alteration in cloud cover from 1930 to 2015,clt,mon,1930,2015,CMIP,historical,,mon,1930,2015,CMIP,historical,False,True,True,True,True,True,False,
205,What are the anticipated changes in global ocean salinity by 2050 under SSP126?,so,mon,2050,2050,ScenarioMIP,ssp370,,mon,2025,2050,ScenarioMIP,ssp126,False,True,False,True,True,False,False,
207,What changes in global ocean salinity are forecasted by 2050 under SSP126?,so,mon,2050,2050,ScenarioMIP,ssp370,,mon,2015,2050,ScenarioMIP,ssp126,False,True,False,True,True,False,False,
206,What are the expected alterations in global ocean salinity by 2050 according to SSP126?,so,mon,2050,2050,ScenarioMIP,ssp370,,mon,1850,1900,ScenarioMIP,ssp126,False,True,False,False,True,False,False,
209,What are the estimated changes in global ocean salinity by 2050 under SSP126?,so,mon,2050,2050,ScenarioMIP,ssp370,,mon,1850,1900,ScenarioMIP,ssp126,False,True,False,False,True,False,False,
201,Display the trend in cloud cover from 1930 to 2015,clt,mon,1930,2015,CMIP,historical,,mon,1930,2015,CMIP,historical,False,True,True,True,True,True,False,
204,What are the projected changes in global ocean salinity by 2050 under SSP126?,so,mon,2050,2050,ScenarioMIP,ssp370,,mon,2025,2050,ScenarioMIP,ssp126,False,True,False,True,True,False,False,
208,What are the predicted shifts in global ocean salinity by 2050 under SSP126?,so,mon,2050,2050,ScenarioMIP,ssp370,,mon,1850,1900,ScenarioMIP,ssp126,False,True,False,False,True,False,False,
