query_id,query,expected_scenario,expected_variable,expected_year_range,expected_file_path,predicted_scenario,predicted_variable,predicted_year_range,scenario_match,variable_match,year_range_match,file_path_match,success,error
1341,I would like to see the complete soil moisture content information for the ssp126 CO2 emissions projection from 220101 to 225012,ssp126,mrso,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_220101-225012.nc,ssp126,mrso,220101-225012,True,True,True,False,True,
1304,Could you present the complete set of soil moisture content measurements for the ssp126 CO2 emissions scenario covering the timeframe between January 2015 and December 2050?,ssp126,mrso,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_201501-205012.nc,ssp126,mrso,201501-205012,True,True,True,False,True,
1481,Can you display the total cloud cover data for the ssp126 CO2 emissions scenario for the time period 235101-240012?,ssp126,clt,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_235101-240012.nc,ssp126,clt,235101-240012,True,True,True,False,True,
1524,I am interested in accessing the surface downwelling shortwave radiation data pertaining to the ssp126 CO2 emissions scenario between 210101 and 215012.,ssp126,rsds,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_210101-215012.nc,ssp126,rsds,210101-215012,True,True,True,False,True,
1483,Can you provide me with the total cloud cover data concerning the ssp126 emission scenario for CO2 emissions from 240101 to 245012?,ssp126,clt,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_240101-245012.nc,ssp126,clt,240101-245012,True,True,True,False,True,
1574,I am interested in accessing the surface shortwave radiation data under the ssp126 CO2 emissions scenario for the timeframe 235101-240012.,ssp126,rsds,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_235101-240012.nc,ssp126,rsds,235101-240012,True,True,True,False,True,
1619,Show me near-surface specific humidity data for a ssp126 CO2 emissions scenario for 210101-215012,ssp126,huss,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_210101-215012.nc,ssp126,huss,210101-215012,True,True,True,False,True,
1661,Show me near-surface specific humidity data for a ssp126 CO2 emissions scenario for 230101-235012,ssp126,huss,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_230101-235012.nc,ssp126,huss,230101-235012,True,True,True,False,True,
1575,Please present the downwelling shortwave radiation data at the surface related to the CO2 emissions scenario ssp126 covering the period from 235101 to 240012.,ssp126,rsds,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_235101-240012.nc,ssp126,rsds,235101-240012,True,True,True,False,True,
1618,I am looking for the specific humidity data near the surface corresponding to the ssp126 CO2 emissions scenario for the time range 205101-210012.,ssp126,huss,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_205101-210012.nc,ssp126,huss,205101-210012,True,True,True,False,True,
1620,I would like to see specific humidity data near the Earth's surface related to the ssp126 CO2 emissions projection between 210101 and 215012.,ssp126,huss,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_210101-215012.nc,ssp126,huss,210101-215012,True,True,True,False,True,
1697,I request to view the specific humidity readings near the surface regarding the ssp126 CO2 emissions forecast covering 245101-250012.,ssp126,huss,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_245101-250012.nc,ssp126,huss,245101-250012,True,True,True,False,True,
1699,I would appreciate it if you can provide me with the near-surface specific humidity data for the ssp126 CO2 emissions scenario from 245101 to 250012.,ssp126,huss,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_245101-250012.nc,ssp126,huss,245101-250012,True,True,True,False,True,
1783,Can you provide the evaporation data corresponding to the ssp126 CO2 emissions scenario forecasted for the period of 240101 to 245012?,ssp126,evspsbl,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/evspsbl/gn/v20200115/evspsbl_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_240101-245012.nc,ssp126,evspsbl,240101-245012,True,True,True,False,True,
1698,Display the specific humidity data near the surface associated with the ssp126 CO2 emissions scenario for the time range 245101-250012.,ssp126,huss,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_245101-250012.nc,ssp126,huss,245101-250012,True,True,True,False,True,
1784,I would like to see the evaporation data linked to the ssp126 CO2 emissions scenario throughout the timeframe 240101-245012.,ssp126,evspsbl,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/evspsbl/gn/v20200115/evspsbl_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_240101-245012.nc,ssp126,"evspsbl, evspsblveg",240101-245012,True,False,True,False,True,
1828,Show me near-surface air temperature data for a ssp245 CO2 emissions scenario for 215101-220012,ssp245,tas,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_215101-220012.nc,ssp245,tas,215101-220012,True,True,True,False,True,
1876,Show me the near-surface air temperature data for the ssp245 CO2 emissions scenario during 235101-240012.,ssp245,tas,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_235101-240012.nc,ssp245,tas,235101-240012,True,True,True,False,True,
1879,I'm interested in viewing the near-surface air temperature data tied to the ssp245 CO2 emissions scenario for 235101 to 240012.,ssp245,tas,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_235101-240012.nc,ssp245,tas,235101-240012,True,True,True,False,True,
1919,I would like to see the precipitation data for the ssp245 CO2 emissions scenario for the period 205101 to 210012.,ssp245,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r7i1p5f1/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp245_r7i1p5f1_gn_205101-210012.nc,ssp245,pr,205101-210012,True,True,True,False,True,
1832,Could you please display the near-surface air temperature data regarding the ssp245 CO2 emissions scenario from 215101 to 220012?,ssp245,tas,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_215101-220012.nc,ssp245,tas,215101-220012,True,True,True,False,True,
1831,I would like to see the near-surface air temperature data corresponding to the ssp245 CO2 emissions scenario for the period spanning from 215101 to 220012.,ssp245,tas,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_215101-220012.nc,ssp245,tas,215101-220012,True,True,True,False,True,
1877,Kindly provide the near-surface air temperature data associated with the ssp245 CO2 emissions scenario for the timeframe 235101-240012.,ssp245,tas,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_235101-240012.nc,ssp245,tas,235101-240012,True,True,True,False,True,
1961,Please present the precipitation data for the time span of 230101-235012 associated with the ssp245 CO2 emissions scenario.,ssp245,pr,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_230101-235012.nc,ssp245,pr,230101-235012,True,True,True,False,True,
1960,Could you display the precipitation information for the ssp245 CO2 emissions scenario during the time frame 230101-235012?,ssp245,pr,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_230101-235012.nc,ssp245,pr,230101-235012,True,True,True,False,True,
2008,Can you show me the sea level pressure data concerning the ssp245 CO2 emissions scenario for the period spanning from January 2015 to December 2050?,ssp245,psl,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r7i1p5f1/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp245_r7i1p5f1_gn_201501-205012.nc,ssp245,psl,201501-205012,True,True,True,False,True,
1965,Can you provide me with the precipitation data for the ssp245 CO2 emissions scenario from 230101 to 235012?,ssp245,pr,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_230101-235012.nc,ssp245,pr,230101-235012,True,True,True,False,True,
1964,I would like to see the precipitation data related to the ssp245 CO2 emissions scenario from 230101 through 235012.,ssp245,pr,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_230101-235012.nc,ssp245,pr,230101-235012,True,True,True,False,True,
2010,Show me sea level pressure data for a ssp245 CO2 emissions scenario for 205101-210012,ssp245,psl,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r7i1p5f1/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp245_r7i1p5f1_gn_205101-210012.nc,ssp245,psl,205101-210012,True,True,True,False,True,
2011,Display the sea level pressure information corresponding to the ssp245 CO2 emissions trajectory for the timeframe 205101-210012.,ssp245,psl,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r7i1p5f1/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp245_r7i1p5f1_gn_205101-210012.nc,ssp245,psl,205101-210012,True,True,True,False,True,
2133,Exhibit the sea surface temperature readings related to the ssp245 CO2 emissions prediction for the period spanning 215101 through 220012.,ssp245,tos,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Omon/tos/gn/v20200115/tos_Omon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_215101-220012.nc,ssp245,tos,215101-220012,True,True,True,False,True,
2085,Can you assist me in obtaining sea level pressure data for the ssp245 CO2 emissions scenario within the timeframe 240101-245012?,ssp245,psl,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_240101-245012.nc,ssp245,psl,240101-245012,True,True,True,False,True,
2135,I would like to view the sea surface temperature data associated with the ssp245 CO2 emissions scenario covering the interval from 215101 to 220012.,ssp245,tos,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Omon/tos/gn/v20200115/tos_Omon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_215101-220012.nc,ssp245,tos,215101-220012,True,True,True,False,True,
2219,Let's examine the total soil moisture content data for the ssp245 CO2 emissions scenario representing the period from 205101 through 210012.,ssp245,mrso,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r7i1p5f1/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp245_r7i1p5f1_gn_205101-210012.nc,ssp245,mrso,205101-210012,True,True,True,False,True,
2134,Can you provide me with the sea surface temperature data for the ssp245 CO2 emissions scenario within the time frame 215101 to 220012?,ssp245,tos,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Omon/tos/gn/v20200115/tos_Omon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_215101-220012.nc,ssp245,tos,215101-220012,True,True,True,False,True,
2221,Please provide me with the total soil moisture content data for the ssp245 CO2 emissions scenario from 210101 to 215012.,ssp245,mrso,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_210101-215012.nc,ssp245,mrso,210101-215012,True,True,True,False,True,
2302,I would like to see the entire dataset of cloud coverage for the ssp245 CO2 emissions projection running from January 2015 to December 2050.,ssp245,clt,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r7i1p5f1/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp245_r7i1p5f1_gn_201501-205012.nc,ssp245,clt,201501-205012,True,True,True,False,True,
2303,Can you show me the complete cloud cover data for the ssp245 CO2 emissions scenario covering the period from January 2015 to December 2050?,ssp245,clt,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r7i1p5f1/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp245_r7i1p5f1_gn_201501-205012.nc,ssp245,clt,201501-205012,True,True,True,False,True,
2305,I am requesting the comprehensive cloud cover details for the ssp245 CO2 emissions scenario for the timeframe ranging from January 2015 to December 2050.,ssp245,clt,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r7i1p5f1/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp245_r7i1p5f1_gn_201501-205012.nc,ssp245,"cl, clt, cltc, cltisccp, cct",201501-205012,True,False,True,False,True,
2222,I am interested in accessing the total soil moisture content data related to the ssp245 CO2 emissions scenario during the period of 210101-215012.,ssp245,mrso,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_210101-215012.nc,ssp245,mrso,210101-215012,True,True,True,False,True,
2306,Provide me with the total cloud cover data associated with the ssp245 CO2 emissions projections for the years 2015 through 2050.,ssp245,clt,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r7i1p5f1/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp245_r7i1p5f1_gn_201501-205012.nc,ssp245,clt,201501-205012,True,True,True,False,True,
2352,Please provide me with the total cloud cover data corresponding to the ssp245 CO2 emissions scenario for the time frame 225101-230012.,ssp245,clt,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_225101-230012.nc,ssp245,clt,225101-230012,True,True,True,False,True,
2349,I would like to see the complete cloud cover information for the ssp245 CO2 emissions scenario from 225101 to 230012.,ssp245,clt,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_225101-230012.nc,ssp245,"cl, clt, cltc, cltisccp",225101-230012,True,False,True,False,True,
2391,I want to see complete cloud cover information for a ssp245 CO2 emissions projection in the time range of 245101-250012.,ssp245,clt,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_245101-250012.nc,ssp245,"cl, clt, cltc, cltisccp, cct",245101-250012,True,False,True,False,True,
2434,I'm interested in viewing the surface downwelling shortwave radiation data relating to the ssp245 CO2 emissions scenario from 215101 through 220012.,ssp245,rsds,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_215101-220012.nc,ssp245,rsds,215101-220012,True,True,True,False,True,
2436,Kindly provide me with the surface downwelling shortwave radiation data for the ssp245 CO2 emissions scenario from 215101 to 220012.,ssp245,rsds,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_215101-220012.nc,ssp245,rsds,215101-220012,True,True,True,False,True,
2394,Could you present me with the total cloud cover statistics for the ssp245 CO2 emissions scenario from 245101 to 250012?,ssp245,clt,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_245101-250012.nc,,clt,245101-250012,False,True,True,False,True,
2437,Can you show me the surface downwelling shortwave radiation data associated with the ssp245 CO2 emissions scenario for 215101-220012?,ssp245,rsds,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_215101-220012.nc,ssp245,rsds,215101-220012,True,True,True,False,True,
2482,Please show me the surface downwelling shortwave radiation data for the ssp245 CO2 emissions scenario from 240101 to 245012.,ssp245,rsds,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_240101-245012.nc,ssp245,rsds,240101-245012,True,True,True,False,True,
2487,I would like to examine the surface downwelling shortwave radiation data associated with the ssp245 CO2 emissions scenario and spanning from 240101 to 245012.,ssp245,rsds,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_240101-245012.nc,ssp245,rsds,240101-245012,True,True,True,False,True,
2485,I would appreciate it if you could show me the surface downwelling shortwave radiation data for the ssp245 CO2 emissions scenario with the period covering 240101-245012.,ssp245,rsds,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_240101-245012.nc,ssp245,rsds,240101-245012,True,True,True,False,True,
2484,Kindly display the surface downwelling shortwave radiation data related to the ssp245 CO2 emissions scenario for the time frame 240101-245012.,ssp245,rsds,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_240101-245012.nc,ssp245,rsds,240101-245012,True,True,True,False,True,
2488,Show me surface downwelling shortwave radiation data for a ssp245 CO2 emissions scenario for 240101-245012,ssp245,rsds,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_240101-245012.nc,ssp245,rsds,240101-245012,True,True,True,False,True,
2490,Show me surface downwelling shortwave radiation data for a ssp245 CO2 emissions scenario for 245101-250012,ssp245,rsds,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_245101-250012.nc,ssp245,rsus,245101-250012,True,False,True,False,True,
2486,Please present the surface downwelling shortwave radiation data for the ssp245 CO2 emissions scenario between 240101 and 245012.,ssp245,rsds,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_240101-245012.nc,ssp245,rsds,240101-245012,True,True,True,False,True,
2532,Show me near-surface specific humidity data for a ssp245 CO2 emissions scenario for 215101-220012,ssp245,huss,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_215101-220012.nc,ssp245,huss,215101-220012,True,True,True,False,True,
2533,Please show me the specific humidity data near the surface for the ssp245 CO2 emissions scenario for the timeframe 215101-220012.,ssp245,huss,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_215101-220012.nc,ssp245,huss,215101-220012,True,True,True,False,True,
2621,I need to see the evaporation data corresponding to the ssp245 CO2 emissions scenario for the time period 210101-215012.,ssp245,evspsbl,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/evspsbl/gn/v20200115/evspsbl_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_210101-215012.nc,ssp245,evspsbl,210101-215012,True,True,True,False,True,
2535,I need to view the specific humidity data close to the surface regarding the ssp245 CO2 emissions scenario for the period 215101-220012.,ssp245,huss,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_215101-220012.nc,ssp245,huss,215101-220012,True,True,True,False,True,
2622,I'd like to view the evaporation data associated with the ssp245 CO2 emissions scenario specifically for the time frame 210101-215012.,ssp245,evspsbl,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/evspsbl/gn/v20200115/evspsbl_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_210101-215012.nc,ssp245,evspsbl,210101-215012,True,True,True,False,True,
2536,I am interested in examining the specific humidity values near the surface concerning the ssp245 CO2 emissions scenario for the time period 215101-220012.,ssp245,huss,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_215101-220012.nc,ssp245,huss,215101-220012,True,True,True,False,True,
2669,Show me evaporation data for a ssp245 CO2 emissions scenario for 235101-240012,ssp245,evspsbl,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/evspsbl/gn/v20200115/evspsbl_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_235101-240012.nc,ssp245,evspsbl,235101-240012,True,True,True,False,True,
2623,Please provide me with the evaporation data for the ssp245 CO2 emissions scenario between 210101 and 215012.,ssp245,evspsbl,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/evspsbl/gn/v20200115/evspsbl_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_210101-215012.nc,ssp245,evspsbl,210101-215012,True,True,True,False,True,
2667,Could you show me the evaporation data for the ssp245 CO2 emissions scenario for the years 230101 to 235012?,ssp245,evspsbl,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/evspsbl/gn/v20200115/evspsbl_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_230101-235012.nc,ssp245,evspsbl,230101-235012,True,True,True,False,True,
2625,Kindly show me the data on evaporation for the ssp245 CO2 emissions scenario during the period of 210101-215012.,ssp245,evspsbl,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/evspsbl/gn/v20200115/evspsbl_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_210101-215012.nc,ssp245,evspsbl,210101-215012,True,True,True,False,True,
2671,I would like to access evaporation data related to the ssp245 CO2 emissions scenario between 235101 and 240012.,ssp245,evspsbl,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r3i1p1f2/Amon/evspsbl/gn/v20200115/evspsbl_Amon_GISS-E2-1-G_ssp245_r3i1p1f2_gn_235101-240012.nc,ssp245,evspsbl,235101-240012,True,True,True,False,True,
2712,I would like to see the near-surface air temperature data related to the ssp370 CO2 emissions scenario for the time frame spanning from 205101 to 210012.,ssp370,tas,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p5f1/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp370_r7i1p5f1_gn_205101-210012.nc,ssp370,tas,205101-210012,True,True,True,False,True,
2755,I'm interested in viewing the near-surface air temperature data regarding the ssp370 CO2 emissions scenario from 225101 to 230012,ssp370,tas,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_225101-230012.nc,ssp370,tas,225101-230012,True,True,True,False,True,
